,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
85,0,0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,nowin
86,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,2,won
87,0,0,0,0,0,1,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,nowin
88,0,0,0,0,1,1,1,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,nowin
89,1,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,won
90,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,won
91,0,0,0,1,1,0,0,0,0,0,1,0,4,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,nowin
92,1,0,0,0,1,1,0,0,1,0,1,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
93,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,nowin
94,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,won
95,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,won
96,0,0,0,1,1,0,0,0,0,1,1,0,4,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
97,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,nowin
98,0,0,0,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,won
99,0,0,0,0,0,0,1,1,1,1,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,nowin
100,0,0,0,1,1,1,1,1,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,won
101,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,won
102,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,won
103,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,won
104,0,0,0,0,1,0,1,1,1,1,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,nowin
105,0,0,0,1,1,0,0,0,0,0,1,0,4,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,nowin
106,0,0,0,0,0,0,1,1,1,0,1,0,4,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
107,0,0,0,1,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,won
108,1,0,1,0,0,1,1,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,nowin
109,1,0,0,0,1,1,1,1,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,won
110,0,0,0,0,1,0,0,0,1,0,1,0,4,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,won
111,1,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2,won
112,0,0,0,0,1,0,0,0,0,1,0,0,5,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
113,0,0,0,0,0,1,1,0,0,0,1,1,4,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,won
114,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,won
115,0,0,0,1,1,0,1,1,1,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,nowin
116,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,won
117,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,won
118,0,0,0,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,won
119,0,1,0,1,0,1,0,0,0,1,1,0,4,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,nowin
120,0,0,0,0,0,1,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,won
121,0,0,1,0,0,1,1,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,nowin
122,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,won
123,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,nowin
124,0,0,0,0,1,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,won
125,0,0,0,0,0,0,1,1,1,0,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,nowin
126,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,won
127,0,0,0,0,0,1,0,0,1,0,1,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,won
128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,nowin
129,0,0,0,1,1,1,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,won
130,0,0,0,0,0,1,0,1,1,1,1,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,nowin
131,0,1,0,1,1,0,0,0,1,0,1,0,4,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,won
132,0,1,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,won
133,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,nowin
134,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,won
135,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,nowin
136,0,0,0,0,1,0,0,0,1,0,1,0,4,0,6,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,nowin
137,0,0,0,0,1,0,0,0,1,0,1,0,4,0,6,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,nowin
138,0,1,0,0,0,0,0,0,0,1,1,0,4,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,nowin
139,0,0,0,1,1,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,won
140,0,0,0,0,1,0,1,0,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2,nowin
141,0,0,0,0,1,1,1,0,1,0,1,0,4,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,won
142,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,2,nowin
143,1,0,0,0,1,0,1,1,1,0,1,0,5,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
144,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,won
145,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,nowin
146,1,0,0,0,1,1,0,0,0,0,1,0,5,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,won
147,0,0,0,0,0,1,1,0,0,0,1,1,4,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,won
148,0,0,0,0,1,1,1,1,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,won
149,0,0,0,0,0,1,1,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,nowin
150,0,0,0,0,1,0,1,0,0,0,1,0,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,won
151,0,0,0,0,0,0,1,1,1,0,1,0,4,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,won
152,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,won
153,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,won
154,0,0,0,0,0,1,0,0,0,0,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,won
155,0,0,0,0,0,1,0,0,0,1,1,0,5,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,nowin
156,0,0,0,0,1,1,1,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,nowin
157,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,nowin
158,1,0,0,0,1,1,1,1,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,nowin
159,0,0,0,0,0,1,0,0,0,0,1,0,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,won
160,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,nowin
161,0,0,0,0,1,1,1,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,nowin
162,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,nowin
163,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,won
164,0,0,0,0,1,1,1,0,1,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,nowin
165,0,0,1,1,1,0,1,1,1,1,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,nowin
166,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,won
167,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,won
168,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,won
169,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,won
170,0,0,0,1,1,1,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,won
171,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,won
172,0,0,0,0,0,1,1,0,0,0,1,0,4,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,nowin
173,0,0,0,0,1,0,1,1,1,0,0,0,4,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,nowin
174,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,nowin
175,0,0,0,0,0,1,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,won
176,0,0,0,0,1,1,1,0,1,0,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,won
177,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,won
178,0,0,0,0,1,0,0,0,0,0,1,0,5,0,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,nowin
179,0,0,0,0,1,1,1,0,1,0,1,0,4,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2,won
